STIX ID,Type,Technique Name,Description,Short Description,Created,Modified,spec_version,Is Subtechnique,Parent Technique,Aliases,External References,External ID,URL
attack-pattern--c3038d3f-7106-46f0-a638-0acfdf8af14d,attack-pattern,Cryptocurrency Mixing,"Cryptocurrency mixing involves pooling or coordinating user deposits—either through custodial or decentralized protocols—to obscure the on-chain link between illicit funds and their destination. Criminals are increasingly aware that public blockchains are only pseudo-anonymous, and leverage mixing to further mask their activity by blending tainted proceeds with legitimate flows, confounding straightforward tracing . Some mixers, particularly those built on CoinJoin-like mechanisms, shuffle multiple inputs and outputs in a single transaction, making it difficult to map any deposit directly to a given withdrawal . Criminals frequently combine mixing with other layering techniques, adding another layer of anonymity that impedes any single tracing approach. Law enforcement takedowns underscore the scale of these platforms—for example, the 2020 seizure of Bestmixer.io revealed over 25,000 bitcoins allegedly laundered in just one year . Non-compliant mixers such as Tornado Cash have similarly been used by North Korean cybercriminals to launder stolen assets at massive scale . Academic assessments also indicate that despite broad recognition of their illicit applications, mixers continue to be exploited to capitalize on remaining regulatory gaps and mask end-to-end transaction paths .","Adversaries typically exploit cryptocurrency mixing services to pool and shuffle illicit funds among legitimate deposits, obfuscating transaction paths and hampering investigators’ ability to detect suspicious flows. By combining mixing with other layering tactics, launderers further complicate tracing efforts and exploit regulatory gaps to evade AML/CFT controls.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Mixing and Tumbling Services; Crypto Tumblers; Mixing Services; Cryptocurrency Tumbling; Cryptocurrency Mixer; Mixer; Tumbling; Tumbler; Mixing Service,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0003"",
    ""url"": ""https://framework.amltrix.com/techniques/T0003""
  }
]",T0003,https://framework.amltrix.com/techniques/T0003
attack-pattern--93c8933a-1096-4b7c-ad7c-d5adeb82fa67,attack-pattern,Real Estate-based Methods,"Criminals exploit real estate transactions to introduce or disguise illicit funds in the legitimate economy by purchasing properties directly or through shell entities—often using straw buyers to mask beneficial ownership . A common laundering tactic is property flipping, repeatedly reselling real estate among colluding parties at artificially raised or lowered prices, creating seemingly legitimate equity or profit and obfuscating the original source of funds . Illicit actors may also overstate or understate property values in transaction documents to shift capital or disguise the true purchase price. Once properties are acquired, criminals can hold them for asset protection or monetize them by blending illicit proceeds with legitimate rental streams—sometimes depositing fictitious rent into accounts to further conceal dirty money . Criminals often leverage cross-border purchases and multi-layered ownership structures, adding complexity to beneficial ownership tracing and complicating investigative efforts across jurisdictions.","Launderers often exploit real estate transactions by employing straw buyers or shell entities to obscure beneficial ownership, inflating or deflating property values through repeated flips, and leveraging complex cross-border or multi-layered structures to integrate illicit proceeds while frustrating AML/CFT detection efforts.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Real Estate-Based Integration; Illicit Real Estate Acquisition,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0010"",
    ""url"": ""https://framework.amltrix.com/techniques/T0010""
  }
]",T0010,https://framework.amltrix.com/techniques/T0010
attack-pattern--e161efc2-1300-41b2-8bfb-b3635149ee43,attack-pattern,Money Mule Exploitation,"Money mules are unwitting or complicit individuals recruited to funnel illicit proceeds through personal or business accounts, thereby adding layers of separation between the launderers and law enforcement [129, 124]. Criminals often direct these mules to receive and transfer funds, exploiting third-party or “mule” accounts to obscure the true beneficiaries . In some cases, entire *funnel account* networks span multiple jurisdictions—recruiting foreign nationals or other associates to open new accounts and rapidly move fraudulent deposits overseas . One investigation uncovered a duo that enlisted seven additional individuals to launder scam proceeds between 2013 and 2017, illustrating how criminals can scale money mule operations across multiple accounts .

By leveraging money mules, criminals further distance themselves from detection, heightening risks for financial institutions and investigators tasked with monitoring suspicious transactions. Even family members or close acquaintances may be co-opted—knowingly or not—to serve in this role . This distribution of criminal proceeds across disparate accounts can complicate AML detection systems, as each mule offers an additional layer masking the trail of funds.","Launderers typically exploit money mules by channeling illicit proceeds through personal or business accounts to obscure their true beneficiaries, creating multiple layers of separation. Adversaries may scale these operations across jurisdictions and networks of “mule” accounts, complicating AML detection and reducing traceability for law enforcement.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Money Mule Schemes,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0011"",
    ""url"": ""https://framework.amltrix.com/techniques/T0011""
  }
]",T0011,https://framework.amltrix.com/techniques/T0011
attack-pattern--d8e31d47-bd19-440b-bb45-d5e8bf583fd0,attack-pattern,Funnel Accounts,"Funnel accounts involve depositing illicit proceeds in one location—often below reporting thresholds—and rapidly transferring or withdrawing them elsewhere, thereby obfuscating the origin of funds and frustrating investigators’ attempts to track a cohesive trail. Criminals commonly deposit structured amounts of cash into an individual or business account in one region, then withdraw or transfer the funds from a different location shortly thereafter . This tactic is also exploited to facilitate trade-based money laundering: multiple funnel accounts may consolidate into a single account that issues payments for the purchase of goods, creating a façade of legitimate transactions . Additionally, funnel accounts have been observed in human trafficking networks, where perpetrators maintain or coerce control over accounts in different locales, directing victims or third parties to deposit illicit proceeds into these accounts before swiftly removing the funds . By dispersing flows across multiple regions and masking links to the main account holder, adversaries further hinder investigations and potential asset freezes, especially when funnel accounts are interwoven with cross-border financial institutions or third-party remitters.","Adversaries typically exploit funnel accounts by depositing structured amounts of illicit proceeds in one region and rapidly withdrawing or transferring them elsewhere, obscuring the source of funds and thwarting investigators’ ability to trace transactional flows. They may also consolidate numerous funnel accounts into a single location to issue payments for goods, creating a façade of legitimate trade transactions and further reducing transparency into the true account holder’s activity.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0083"",
    ""url"": ""https://framework.amltrix.com/techniques/T0083""
  }
]",T0083,https://framework.amltrix.com/techniques/T0083
attack-pattern--cf4d1d7f-201c-4cbc-8541-326aa6506928,attack-pattern,Online Gambling,"Criminals exploit online gambling sites to layer illicit proceeds by blending them with regular gaming transactions. Often, they first purchase high-value vouchers or utilize stolen payment credentials to fund multiple accounts, distributing deposits in small increments that appear ordinary . Once loaded, minimal or hedged bets camouflage large capital flows, enabling criminals to withdraw or transfer balances immediately as purported winnings . Many operations leverage unlicensed or lightly regulated sites whose inadequate KYC protocols make it harder to detect fraudulent player profiles and cross-border transactions . Some schemes involve buying other players’ legitimate winnings at a premium or setting up offshore platforms with limited oversight, thereby integrating illicit funds into the financial system as apparently lawful gambling profits . The cross-border nature of these platforms—combined with alternative payment methods, prepaid card usage, and inconsistent regulatory standards—further obscures the underlying criminal source and complicates AML enforcement efforts.","Launderers typically exploit online gambling platforms—especially unlicensed or lightly regulated ones—to layer illicit proceeds by funding multiple accounts in small increments, placing minimal or hedged bets, and then withdrawing or transferring balances disguised as legitimate winnings. This approach leverages inadequate KYC measures, cross-border operations, and alternative payment methods to obscure the illicit funds’ origin, complicating AML detection and enforcement.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Internet Gambling; Virtual Bettering; Online Wagering; Online Gambling Approach; Online Casino; Online Gambling With Prepaid Cards; Alternative Payment Methods; Stolen Gambling Account Usage,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0017"",
    ""url"": ""https://framework.amltrix.com/techniques/T0017""
  }
]",T0017,https://framework.amltrix.com/techniques/T0017
attack-pattern--9d3b9dab-a127-4617-a1ff-ee827a9f89f0,attack-pattern,Fake Vendors,"Criminals establish and maintain fictitious supplier or service provider accounts to channel illicit funds, issuing invoices for non-existent goods or services. By blending these sham transactions with legitimate business expenses, they hide the true source of funds and make detection less likely. Weak vetting processes and minimal documentation requirements are exploited, enabling illegal outflows to appear as ordinary operating costs. Some networks repeatedly rely on the same shell-company vendors or specialized platforms to systematize misinvoicing and mask fund movements . In many cases, the invoices refer to goods or services that never existed or were never delivered . Fraudulent payments can also be partially refunded in cash or diverted for bribery purposes, further complicating the paper trail .","Adversaries may establish fictitious vendor accounts and issue invoices for nonexistent goods or services, leveraging weak vetting and minimal documentation to funnel illicit funds under the guise of legitimate business expenses. By repeatedly relying on shell-company vendors and systematic misinvoicing, they obscure true payment flows and complicate AML/CFT detection.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Dummy Vendors; Bogus Vendors; Fabrication of Suppliers,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0022"",
    ""url"": ""https://framework.amltrix.com/techniques/T0022""
  }
]",T0022,https://framework.amltrix.com/techniques/T0022
attack-pattern--814312cc-e91e-4680-936a-4c77dec27b5f,attack-pattern,Automated Transaction Systems,"Criminals deploy specialized software or custom scripts to orchestrate frequent or scheduled transfers across multiple accounts, currency types, and payment channels, often breaking larger sums into smaller, structured payments to imitate normal activity. By batching and automating these movements, they increase transactional volume and complexity, complicating investigative efforts. Many automated compliance solutions rely on data extracted from several source systems; however, incomplete or misaligned extraction processes can undermine effective screening . In addition, rules-based transaction monitoring thresholds are vulnerable to manipulation when criminals meticulously schedule or distribute payments so that they appear legitimate, thus evading detection . The resulting rapid-fire re-routing of funds across numerous jurisdictions or value instruments enables heightened layering, obscuring the money trail and slowing down regulatory audits. This makes Automated Transaction Systems especially potent for quickly obscuring illicit origins and complicating law enforcement scrutiny in large-scale or high-frequency schemes.","Launderers typically exploit Automated Transaction Systems by orchestrating structured, high-frequency transfers across multiple accounts and jurisdictions, fragmenting larger sums into smaller payments and leveraging scheduled movements to manipulate monitoring thresholds. This rapid-fire layering setup blurs transactional visibility and impedes effective AML/CFT scrutiny.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Preprogrammed Transfers; Scheduled Transactions; Automated Software for Virtual Transactions; Auto-Trading,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0026"",
    ""url"": ""https://framework.amltrix.com/techniques/T0026""
  }
]",T0026,https://framework.amltrix.com/techniques/T0026
attack-pattern--5c75e231-e1ee-4193-91df-c20436ff6d3c,attack-pattern,Instant Exchange Services,"Instant exchange services (also called quick swap or rapid conversion platforms) allow near-real-time conversion among multiple fiat and cryptocurrencies. Criminals exploit these platforms to layer illicit funds by swapping repeatedly between different asset types, complicating any end-to-end trace. Because these conversions happen swiftly and often with minimal identity checks, they form an ideal channel for obscuring the source or destination of illegal proceeds. These platforms are also referred to as coin swap or non-custodial crypto exchanges, often operating with no or minimal KYC requirements, making them particularly attractive for laundering stolen funds or circumventing sanctions. By rapidly converting across diverse currencies or blockchains, criminals undermine traditional tracing methods and reduce the likelihood of asset freezes or successful regulatory interventions . Law enforcement investigations of cybercrime repeatedly highlight the pivotal role of such instant-swap style no-KYC exchanges, as they enable rapid chain or asset hops that mask illicit origins and destinations .","Adversaries typically exploit instant exchange services to repeatedly and rapidly convert illicit funds across various currencies or blockchains, thwarting detection and regulatory oversight. By capitalizing on minimal or no-KYC requirements, launderers obscure transaction trails, rendering AML/CFT controls less effective.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Quick Swap Services; Rapid Conversion Platforms; Fast Exchange Sites,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0032"",
    ""url"": ""https://framework.amltrix.com/techniques/T0032""
  }
]",T0032,https://framework.amltrix.com/techniques/T0032
attack-pattern--184050d2-5ec3-4803-9bfb-ff703035e284,attack-pattern,E-commerce & Marketplace Manipulation,"Criminals fabricate or inflate online sales, payments, or refunds through websites and peer-to-peer marketplaces, layering illicit funds among seemingly legitimate commercial flows. They may create shell e-commerce sites, run sham purchases, or blend illegal proceeds with actual sales. In some variants, they use digital assets (e.g., NFTs, cryptocurrencies) for added anonymity or cross-border complexity. By making these transactions appear routine, criminals frustrate AML checks that rely on consistent billing, shipping, or payment records. They also exploit evolving e-commerce structures, including consumer-to-consumer or business-to-consumer marketplaces, where regulatory coverage may be limited . Fraudsters often set up counterfeit e-storefronts or replicate legitimate platforms to solicit payments and distribute counterfeit goods , and may rely on mobile-driven apps integrating social media and in-app payment channels . In some scams, items are never delivered, or refund mechanisms are manipulated to further obscure illicit proceeds, such as instances involving high-value products like treadmills sold online without actual shipment .","Adversaries typically exploit e-commerce and marketplace ecosystems by creating sham storefronts or manipulating purchase and refund records, thereby blending illicit proceeds with legitimate transactions. They may further leverage digital assets and decentralized platforms, capitalizing on limited regulatory oversight to obscure fund origins and frustrate standard AML/CFT controls.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,E-Commerce Platforms for Layering,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0028"",
    ""url"": ""https://framework.amltrix.com/techniques/T0028""
  }
]",T0028,https://framework.amltrix.com/techniques/T0028
attack-pattern--4badc6d3-aeb0-4ec2-9349-514857193206,attack-pattern,Bearer Instruments,"Bearer instruments (for example, bearer bonds or negotiable certificates) confer ownership to the person who physically possesses them, allowing illicit actors to bypass formal ownership registries or beneficial ownership requirements. Once issued, no centralized record exists, so transferring ownership can simply involve handing over the physical certificate, making it especially difficult for authorities to establish the true owner or beneficiary . Criminal networks often leverage this anonymity by physically transporting bearer instruments across borders—sometimes without proper declaration—to obscure the origin of funds and evade conventional monitoring systems . As a result, financial institutions face unique challenges when validating source of funds or beneficiary details. Enhanced due diligence procedures should be performed whenever a client presents bearer instruments, with particular scrutiny on cross-border movement, document authenticity, and the overall chain of custody. Mitigations typically include urging conversion of bearer instruments into registered (nominative) form where possible, maintaining detailed records of transactions, requiring credible ownership documentation, and applying heightened AML training for front-line staff likely to encounter such instruments.","Launderers typically exploit the anonymity of bearer instruments by physically transferring them across jurisdictions to conceal ultimate beneficial ownership, circumvent formal registration requirements, and obscure the origin of funds. This approach hinders regulatory oversight, making it challenging for financial institutions to validate sources of funds or accurately identify beneficiaries.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Bearer Shares; Bearer Bonds; Negotiable Certificates; Bearer Securities; Anonymous Securities,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0042"",
    ""url"": ""https://framework.amltrix.com/techniques/T0042""
  }
]",T0042,https://framework.amltrix.com/techniques/T0042
attack-pattern--e6ebb8ea-502e-4fb9-b2bc-95e9e16c14aa,attack-pattern,High-Value Collectibles Conversion,"Criminals convert illicit funds into readily marketable, high-value assets such as artwork, rare collectibles, or unique cultural objects . By exploiting minimal regulatory oversight and the strong global demand for these items, they can make large transactions without attracting the scrutiny typical of formal financial channels. Purchases often rely on opaque or subjective pricing, and items can then be resold privately or transported internationally to distance the proceeds from their criminal source . Through repeated buy-sell cycles, criminals employ third parties or complicit dealers, layering and integrating illicit capital into legitimate markets under the guise of ordinary commerce. In the antiquities sector, criminals specifically obscure provenance by falsifying ownership records and authenticity documents, thereby manipulating artifact values to conceal funds and complicate tracing . By leveraging the mobility, subjective pricing, and cultural appeal of these goods, illicit actors ultimately funnel illegal proceeds back into the formal economy while complicating audits and hindering investigative scrutiny.","Launderers exploit minimal oversight and subjective pricing in high-value collectibles markets—such as artwork, and antiquities—to convert illicit assets into readily marketable items and evade formal financial scrutiny. Through repeated buy-sell cycles, falsified provenance records, and complicit dealers, they layer and integrate these proceeds into legitimate commerce, further obscuring their illegal origins.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0007"",
    ""url"": ""https://framework.amltrix.com/techniques/T0007""
  }
]",T0007,https://framework.amltrix.com/techniques/T0007
attack-pattern--5ba5c16f-8067-4a0b-bcde-a4138591eae8,attack-pattern,Precious Metals & Stones Trading,"Criminals buy, move, or resell high-value metals and gemstones (such as gold, silver, diamonds, or rubies) to conceal illicit funds by blending illegally sourced commodities with legitimate supply chains or exploiting weak oversight in certain markets . Minimal formal identification requirements, difficulty in establishing true market values, and reliance on informal cross-border channels enable additional layers of complexity that obscure the origins of funds . Once the commodities are resold—often after international transport—they are converted back into seemingly legitimate revenue, frequently intersecting with broader trade-based laundering methods . This process allows criminals to under- or overvalue goods, misrepresent provenance, and exploit gaps in regulatory scrutiny across multiple jurisdictions.","Launderers typically exploit the loose valuation standards and minimal formal identification requirements in precious metals and stones trading to commingle illicit commodities with legitimate products, obscuring beneficial ownership and origin of funds. By under- or overvaluing these goods and shifting them across borders, adversaries convert illegal proceeds into ostensibly legitimate revenue while evading AML/CFT controls across multiple jurisdictions.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Precious Metals and Gem Trade; Precious Metals & Stones Trading,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0055"",
    ""url"": ""https://framework.amltrix.com/techniques/T0055""
  }
]",T0055,https://framework.amltrix.com/techniques/T0055
